Onset_b,Duration_b,Channel_MIDI,Pitch_MIDI,Vel_MIDI,Onset_s,Duration_s,Time_signature,T_sig_num,T_sig_den,Key_5th_num,Key_nominal,Mode,Tempo,Dur_diff,Ons_diff,RMS
52.0,3.997916666666667,1.0,52.0,49.0,31.695238095238096,1.8566288737717391,4/4,4,4,1,G,major,129.19921874999943,5.028554095238096,0.19082893002173895,0.13691305545565646
53.0,0.9979166666666667,1.0,83.0,49.0,32.15963718820862,0.46343159486016827,4/4,4,4,1,G,major,129.19921874999943,5.07628618820862,0.04763265111016829,0.16511224134634767
53.0,0.9979166666666667,1.0,67.0,49.0,32.15963718820862,0.46343159486016827,4/4,4,4,1,G,major,129.19921874999943,5.07628618820862,0.04763265111016829,0.16511224134634767
53.0,0.9979166666666667,1.0,72.0,49.0,32.15963718820862,0.46343159486016827,4/4,4,4,1,G,major,129.19921874999943,5.07628618820862,0.04763265111016829,0.16511224134634767
53.0,0.9979166666666667,1.0,76.0,49.0,32.15963718820862,0.6024610733182103,4/4,4,4,1,G,major,99.3840144230779,5.07628618820862,0.18666212956821032,0.15081519499030988
54.0,0.9979166666666667,1.0,81.0,49.0,32.76335600907029,0.6024610733182103,4/4,4,4,1,G,major,99.3840144230779,5.263338009070292,0.18666212956821032,0.15179959443273425
54.0,0.9979166666666667,1.0,67.0,49.0,32.76335600907029,0.6024610733182103,4/4,4,4,1,G,major,99.3840144230779,5.263338009070292,0.18666212956821032,0.15179959443273425
54.0,0.9979166666666667,1.0,72.0,49.0,32.76335600907029,0.6024610733182103,4/4,4,4,1,G,major,99.3840144230779,5.263338009070292,0.18666212956821032,0.15179959443273425
54.0,0.9979166666666667,1.0,76.0,49.0,32.76335600907029,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,5.263338009070292,0.0012894916241543153,0.14423585199242997
55.0,0.9979166666666667,1.0,83.0,49.0,33.18131519274377,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,5.264630192743766,0.0012894916241543153,0.16251282146633692
55.0,0.9979166666666667,1.0,67.0,49.0,33.18131519274377,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,5.264630192743766,0.0012894916241543153,0.16251282146633692
55.0,0.9979166666666667,1.0,72.0,49.0,33.18131519274377,0.4170884353741543,4/4,4,4,1,G,major,143.5546874999984,5.264630192743766,0.0012894916241543153,0.16251282146633692
55.0,0.9979166666666667,1.0,76.0,49.0,33.18131519274377,0.6719758125472384,4/4,4,4,1,G,major,89.10290948275899,5.264630192743766,0.2561768687972384,0.1345427424560901
56.0,3.997916666666667,1.0,52.0,88.0,33.85469387755102,2.7849433106575803,4/4,4,4,1,G,major,86.13281250000051,5.52134187755102,1.11914336690758,0.09502375315001484
57.0,0.9979166666666667,1.0,84.0,88.0,34.5512925170068,0.6951473922902454,4/4,4,4,1,G,major,86.13281250000051,5.801273517006798,0.2793484485402454,0.12245919267951519
57.0,0.9979166666666667,1.0,69.0,88.0,34.5512925170068,0.6951473922902454,4/4,4,4,1,G,major,86.13281250000051,5.801273517006798,0.2793484485402454,0.12245919267951519
57.0,0.9979166666666667,1.0,74.0,88.0,34.5512925170068,0.6951473922902454,4/4,4,4,1,G,major,86.13281250000051,5.801273517006798,0.2793484485402454,0.12245919267951519
57.0,0.9979166666666667,1.0,78.0,88.0,34.5512925170068,0.4170884353741579,4/4,4,4,1,G,major,143.5546874999972,5.801273517006798,0.0012894916241579235,0.1515895868719608
58.0,0.9979166666666667,1.0,83.0,88.0,34.969251700680275,0.4170884353741579,4/4,4,4,1,G,major,143.5546874999972,5.802565700680276,0.0012894916241579235,0.0870104724526504
58.0,0.9979166666666667,1.0,69.0,88.0,34.969251700680275,0.4170884353741579,4/4,4,4,1,G,major,143.5546874999972,5.802565700680276,0.0012894916241579235,0.0870104724526504
58.0,0.9979166666666667,1.0,74.0,88.0,34.969251700680275,0.4170884353741579,4/4,4,4,1,G,major,143.5546874999972,5.802565700680276,0.0012894916241579235,0.0870104724526504
58.0,0.9979166666666667,1.0,78.0,88.0,34.969251700680275,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,5.802565700680276,0.0012894916241472099,0.0870104724526504
59.0,0.9979166666666667,1.0,84.0,88.0,35.38721088435374,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,5.803857884353743,0.0012894916241472099,0.09704584737461594
59.0,0.9979166666666667,1.0,69.0,88.0,35.38721088435374,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,5.803857884353743,0.0012894916241472099,0.09704584737461594
59.0,0.9979166666666667,1.0,74.0,88.0,35.38721088435374,0.4170884353741472,4/4,4,4,1,G,major,143.55468750000085,5.803857884353743,0.0012894916241472099,0.09704584737461594
59.0,0.9979166666666667,1.0,78.0,88.0,35.38721088435374,1.8768979591836732,4/4,4,4,1,G,major,31.901041666666675,5.803857884353743,1.4610990154336732,0.07627306074642838
60.0,3.997916666666667,1.0,52.0,88.0,37.268027210884355,3.0634376417233526,4/4,4,4,1,G,major,78.3025568181819,7.268007210884356,1.3976376979733525,0.025184208245892174
62.0,1.9979166666666666,1.0,102.0,62.0,38.800544217687076,1.530920634920633,4/4,4,4,1,G,major,78.3025568181819,7.967190217687076,0.6984546911706331,0.01771813910824613
62.0,1.9979166666666666,1.0,107.0,62.0,38.800544217687076,1.530920634920633,4/4,4,4,1,G,major,78.3025568181819,7.967190217687076,0.6984546911706331,0.01771813910824613
